Iceland,64.135338,-21.89521,Europe,,,,,,,
Finland,60.166586,24.943555,Europe,,,,,,,
Norway,59.913869,10.752245,Europe,,,,,,,
Sweden,59.32893,18.06491,Europe,,,,,,,
Latvia,56.946203,24.104287,Europe,,,,,,,
Russian Federation,55.742793,37.615401,Europe,,,,,,,
Denmark,55.676097,12.568337,Europe,,,,,,,
Estonia,55.44269,24.753197,Europe,,,,,,,
Lithuania,54.689386,25.280024,Europe,,,,,,,
Belarus,53.9,27.566667,Europe,,,,,,,
Ireland,53.344104,-6.267494,Europe,,,,,,,
Germany,52.519171,13.406091,Europe,,,,,,,
Netherlands,52.370216,4.895168,Europe,,,,,,,
Poland,52.229676,21.012229,Europe,,,,,,,
United Kingdom of Great Britain and Northern Ireland,51.507335,-0.127683,Europe,,,,,,,
Kazakhstan,51.166667,71.433333,Asia,,,,,,,
Belgium,50.85034,4.35171,Europe,,,,,,,
Ukraine,50.4501,30.5234,Europe,,,,,,,
Czech Republic,50.087811,14.42046,Europe,,,,,,,
Luxembourg,49.611621,6.131935,Europe,,,,,,,
France,48.856614,2.352222,Europe,,,,,,,
Austria,48.208174,16.373819,Europe,,,,,,,
Slovakia,48.146239,17.107262,Europe,,,,,,,
Mongolia,47.921378,106.90554,Asia,,,,,,,
Hungary,47.498406,19.040758,Europe,,,,,,,
Republic of Moldova,47.026859,28.841551,Europe,,,,,,,
Switzerland,46.947922,7.444608,Europe,,,,,,,
Slovenia,46.051426,14.505965,Europe,,,,,,,
Croatia,45.814912,15.978514,Europe,,,,,,,
Canada,45.42153,-75.697193,North and Central America,,,,,,,
Serbia and Montenegro (2003-2006),44.820556,20.462222,Europe,,,,,,,
Serbia,44.81,20.46,Europe,,,,,,,
Romania,44.437711,26.097367,Europe,,,,,,,
Bosnia and Herzegovina,43.85,18.25,Europe,,,,,,,
Kyrgyzstan,42.870022,74.587883,Asia,,,,,,,
Bulgaria,42.696492,23.326011,Europe,,,,,,,
Montenegro,42,19,Europe,,,,,,,
Italy,41.89052,12.494249,Europe,,,,,,,
Georgia,41.709981,44.792998,Asia,,,,,,,
Albania,41.33165,19.8318,Europe,,,,,,,
Uzbekistan,41,69,Asia,,,,,,,
Azerbaijan,40.43495,49.867623,Asia,,,,,,,
Spain,40.416691,-3.700345,Europe,,,,,,,
Armenia,40.183333,44.516667,Asia,,,,,,,
Turkey,39.92077,32.85411,Asia,,,,,,,
China,39.904214,116.407413,Asia,,,,,,,
Democratic People's Republic of Korea,39,126,Asia,,,,,,,
United States of America,38.895112,-77.036336,North and Central America,,,,,,,
Portugal,38.706932,-9.135632,Europe,,,,,,,
Greece,37.975336,23.73615,Europe,,,,,,,
Republic of Korea,37.566535,126.977969,Asia,,,,,,,
Tunisia,36.81881,10.16596,Africa,,,,,,,
Algeria,36.752887,3.042048,Africa,,,,,,,
Malta,35.89779,14.514106,Europe,,,,,,,
Iran (Islamic Republic of),35.696111,51.423056,Asia,,,,,,,
Japan,35.689488,139.691706,Asia,,,,,,,
Afghanistan,34.528455,69.171703,Asia,,,,,,,
Morocco,34.015049,-6.83272,Africa,,,,,,,
Syrian Arab Republic,34,37,Asia,,,,,,,
Pakistan,33.718151,73.060547,Asia,,,,,,,
Iraq,33.325,44.422,Asia,,,,,,,
Jordan,31.956978,35.945695,Asia,,,,,,,
Israel,31.768319,35.21371,Asia,,,,,,,
Egypt,30.04442,31.235712,Africa,,,,,,,
India,28.61,77.22496,Asia,,,,,,,
Bhutan,27,90,Asia,,,,,,,
Nepal,27,85.3,Asia,,,,,,,
Bahrain,26,50,Asia,,,,,,,
Qatar,25.3,51.51,Asia,,,,,,,
Bangladesh,23.709921,90.407143,Asia,,,,,,,
Oman,23.606501,58.5881,Asia,,,,,,,
Cuba,23.1168,-82.388557,North and Central America,,,,,,,
Viet Nam,21.033333,105.85,Asia,,,,,,,
Mexico,19.432608,-99.133208,North and Central America,,,,,,,
Dominican Republic,18.5,-69.983333,North and Central America,,,,,,,
Mauritania,18.084061,-15.97842,Africa,,,,,,,
Saint Martin,18.0667,-63.05,North and Central America,,,,,,,
Jamaica,17.992731,-76.792009,North and Central America,,,,,,,
Lao People's Democratic Republic,17.962769,102.614429,Asia,,,,,,,
Saint Barthélemy,17.9,-62.8333,North and Central America,,,,,,,
Montserrat,16.75,-62.2,North and Central America,,,,,,,
Cabo Verde,16,-24,Africa,,,,,,,
Guadeloupe,15.998761,-61.725646,North and Central America,,,,,,,
Sudan,15.550101,32.532241,Africa,,,,,,,
Senegal,14.692778,17.446667,Africa,,,,,,,
Guatemala,14.624795,-90.532818,North and Central America,,,,,,,
Martinique,14.609371,-61.07256,North and Central America,,,,,,,
Philippines,14.599512,120.984219,Asia,,,,,,,
Honduras,14.0833,-81.2167,North and Central America,,,,,,,
Saint Lucia,14,-60.1,North and Central America,,,,,,,
Thailand,13.752222,100.493889,Asia,,,,,,,
El Salvador,13.731,-89.161,North and Central America,,,,,,,
Niger,13.52,2.1,Africa,,,,,,,
Gambia,13.453056,-16.5775,Africa,,,,,,,
Mali,12.65,-8,Africa,,,,,,,
Burkina Faso,12.364637,-1.533864,Africa,,,,,,,
Nicaragua,12.136389,-86.251389,North and Central America,,,,,,,
Chad,12.1,16.033,Africa,,,,,,,
Guinea-Bissau,11.866667,-15.6,Africa,,,,,,,
Cambodia,11.558831,104.917445,Asia,,,,,,,
Venezuela (Bolivarian Republic of),10.5,-66,South America,,,,,,,
Costa Rica,9.927128,-84.082012,North and Central America,,,,,,,
Guinea,9.537029,-13.67847,Africa,,,,,,,
Nigeria,9.066667,7.483333,Africa,,,,,,,
Ethiopia,9.022736,38.746799,Africa,,,,,,,
Panama,8.994269,-79.518792,North and Central America,,,,,,,
Sierra Leone,8.484146,-13.22867,Africa,,,,,,,
Sri Lanka,6.883201,79.906982,Asia,,,,,,,
Côte d'Ivoire,6.85,-5.3,Africa,,,,,,,
Togo,6.137778,1.2125,Africa,,,,,,,
Suriname,5.823201,-55.16788,South America,,,,,,,
Ghana,5.555717,-0.196306,Africa,,,,,,,
French Guiana,4.9227,-52.3269,South America,,,,,,,
Colombia,4.598056,-74.075833,South America,,,,,,,
Central African Republic,4.361698,18.555975,Africa,,,,,,,
Cameroon,3.866667,11.516667,Africa,,,,,,,
Malaysia,3.139003,101.686855,Asia,,,,,,,
Singapore,1.352083,103.819836,Asia,,,,,,,
Uganda,0.313611,32.581111,Africa,,,,,,,
Ecuador,-0.216667,-78.516667,South America,,,,,,,
Kenya,-1.292066,36.821946,Africa,,,,,,,
Rwanda,-1.950106,30.058769,Africa,,,,,,,
Democratic Republic of the Congo,-4.331667,15.313889,Africa,,,,,,,
Congo,-4.7,15.29,Africa,,,,,,,
United Republic of Tanzania,-6.173056,35.741944,Africa,,,,,,,
Indonesia,-6.211544,106.845172,Asia,,,,,,,
Angola,-8.838333,13.234444,Africa,,,,,,,
Papua New Guinea,-9.5,147,Oceania,,,,,,,
Peru,-12.047816,-77.062203,South America,,,,,,,
Zambia,-15.408193,28.287167,Africa,,,,,,,
Brazil,-15.780148,-47.92917,South America,,,,,,,
Bolivia (Plurinational State of),-16.49901,-68.146248,South America,,,,,,,
Fiji,-18.1416,178.4419,Oceania,,,,,,,
Madagascar,-18.914872,47.531612,Africa,,,,,,,
Mauritius,-20.165279,57.49638,Africa,,,,,,,
New Caledonia,-22.2758,166.458,Oceania,,,,,,,
Paraguay,-25.282197,-57.6351,South America,,,,,,,
South Africa,-25.73134,28.21837,Africa,,,,,,,
Mozambique,-25.966667,32.583333,Africa,,,,,,,
Chile,-33.46912,-70.641997,South America,,,,,,,
Argentina,-34.603723,-58.381593,South America,,,,,,,
Uruguay,-34.883611,-56.181944,South America,,,,,,,
Australia,-33.86,151.2,Oceania,,,,,,,
New Zealand,-41.28646,174.776236,Oceania,,,,,,,